number,review_title,reviewed_at,reviewed_by,images,crawled_at,url,hotel_name,hotel_url,nationality,rating,review_text,raw_review_text,tags,meta
321,Exceptional,22-Dec-18,Patrick,,05-00-2022,https://www.booking.com/reviews/be/hotel/le-gite-du-prieure.en-gb.html?label=gen173nr-1DCA0oFUISbGUtZ2l0ZS1kdS1wcmlldXJlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAL0qdeHBsACAdICJGFjMWM2MjAyLWM1NDItNGJjOC05MTMwLTAzZGMzMDhhOGQzOdgCBOACAQ;sid=6891a59907ed008c879669a398b5df5b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Le Gîte Du Prieuré,https://www.booking.com/hotel/be/le-gite-du-prieure.en-gb.html?label=gen173nr-1DCA0oFUISbGUtZ2l0ZS1kdS1wcmlldXJlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAL0qdeHBsACAdICJGFjMWM2MjAyLWM1NDItNGJjOC05MTMwLTAzZGMzMDhhOGQzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Australia,10.0,"Perhaps some shampoo and shower gel would have been good. We didn't like leaving.,

Christine is such a lovely lady and she speaks English which was a huge bonus for those of us who do not speak French! The converted barn has been so beautifully renovated and was so cosy and warm. The bed was super comfortable, the shower superb, and we felt completely rested after our two night mid winter stay.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Perhaps some shampoo and shower gel would have been good. We didn't like leaving.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Christine is such a lovely lady and she speaks English which was a huge bonus for those of us who do not speak French! The converted barn has been so beautifully renovated and was so cosy and warm. The bed was super comfortable, the shower superb, and we felt completely rested after our two night mid winter stay. </span></p>",Leisure trip~Family with young children~One-Bedroom House~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
322,Wonderful!!!!,29-Oct-18,Julie,,02-00-2024,https://www.booking.com/reviews/be/hotel/the-view-bis.en-gb.html?label=gen173nr-1DCA0oFUIMdGhlLXZpZXctYmlzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKLqteHBsACAdICJDJkMDAyZTBkLWQ3MDctNDk1OC1iYjhiLWMwODM0OTZiMjEwYdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,B&B The View Bis,https://www.booking.com/hotel/be/the-view-bis.en-gb.html?label=gen173nr-1DCA0oFUIMdGhlLXZpZXctYmlzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKLqteHBsACAdICJDJkMDAyZTBkLWQ3MDctNDk1OC1iYjhiLWMwODM0OTZiMjEwYdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,United States,10.0,"Nothing!,

This location is awesome!!!! Best place to stay in the Flanders area and I have stayed at places in Gent, Bruges etc....The view is just breathtaking!!!!!  the owners are so kind and wonderful......My 7 year grandson told me the best breakfast and place in the world!!!!","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing!</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">This location is awesome!!!! Best place to stay in the Flanders area and I have stayed at places in Gent, Bruges etc....The view is just breathtaking!!!!!  the owners are so kind and wonderful......My 7 year grandson told me the best breakfast and place in the world!!!!</span></p>",Leisure trip~Family with young children~King Room with Garden View~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
323,Exceptional,13-Jun-19,Breanna,,07-00-2024,https://www.booking.com/reviews/be/hotel/pegasus-apparthotel-brussels-city.en-gb.html?label=gen173nr-1DCA0oFUIhcGVnYXN1cy1hcHBhcnRob3RlbC1icnVzc2Vscy1jaXR5SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJDhlOWUxZjk1LWQ5YWItNDE1OC05Yjg4LTZhNDk3MGI4YzgwOdgCBOACAQ;sid=112feb5c809e55c93c7a10cb30d87aae;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Pegasus Studioflats Brussels City Aparthotel,https://www.booking.com/hotel/be/pegasus-apparthotel-brussels-city.en-gb.html?label=gen173nr-1DCA0oFUIhcGVnYXN1cy1hcHBhcnRob3RlbC1icnVzc2Vscy1jaXR5SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJDhlOWUxZjk1LWQ5YWItNDE1OC05Yjg4LTZhNDk3MGI4YzgwOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,United States,9.6,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Leisure trip~Solo traveller~Standard Studio~Stayed 30 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
324,Exceptional,11-Jul-19,Roger,,07-00-2023,https://www.booking.com/reviews/be/hotel/au-prince-royal-leopoldsburg.en-gb.html?label=gen173nr-1DCA0oFUIcYXUtcHJpbmNlLXJveWFsLWxlb3BvbGRzYnVyZ0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCi6rXhwbAAgHSAiQwNWU5MzUzNS1iMDE2LTQ1NDYtOTYwNS01NDdmMjE3NDdmNTbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Hotel Au Prince Royal,https://www.booking.com/hotel/be/au-prince-royal-leopoldsburg.en-gb.html?label=gen173nr-1DCA0oFUIcYXUtcHJpbmNlLXJveWFsLWxlb3BvbGRzYnVyZ0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCi6rXhwbAAgHSAiQwNWU5MzUzNS1iMDE2LTQ1NDYtOTYwNS01NDdmMjE3NDdmNTbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,9.6,"All OK,

Overall very good","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">All OK</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Overall very good</span></p>",Leisure trip~Family with young children~Standard Double or Twin Room~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
325,"You get what you pay for. Good location and afforable rate, but facilities are not topnotch",12-Sep-19,Marcos,,05-00-2024,https://www.booking.com/reviews/be/hotel/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=6891a59907ed008c879669a398b5df5b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Antwerp Harbour Hotel,https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Germany,7.0,"The elevator wasn't working when I stayed. Also, it must be due to the weather, but I had a hard time sleeping because it was kind of warm. Solved the problem by leaving the balcony door open. Also, TV was not working during stay.,

Unfortunately, I did not eat breakfast. However, they do offer tea/drinks near the reception.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The elevator wasn't working when I stayed. Also, it must be due to the weather, but I had a hard time sleeping because it was kind of warm. Solved the problem by leaving the balcony door open. Also, TV was not working during stay.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Unfortunately, I did not eat breakfast. However, they do offer tea/drinks near the reception.</span></p>",Leisure trip~Solo traveller~Standard Single Room~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
326,Superb,07-Aug-18,Philip,,24-00-2024,https://www.booking.com/reviews/be/hotel/le-gite-du-prieure.en-gb.html?label=gen173nr-1DCA0oFUISbGUtZ2l0ZS1kdS1wcmlldXJlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAL0qdeHBsACAdICJGFjMWM2MjAyLWM1NDItNGJjOC05MTMwLTAzZGMzMDhhOGQzOdgCBOACAQ;sid=6891a59907ed008c879669a398b5df5b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Le Gîte Du Prieuré,https://www.booking.com/hotel/be/le-gite-du-prieure.en-gb.html?label=gen173nr-1DCA0oFUISbGUtZ2l0ZS1kdS1wcmlldXJlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAL0qdeHBsACAdICJGFjMWM2MjAyLWM1NDItNGJjOC05MTMwLTAzZGMzMDhhOGQzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,9.2,"That we couldn’t stay longer,

Excellent welcome from owner even though our crossing delayed us 3 hours!","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">That we couldn’t stay longer</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Excellent welcome from owner even though our crossing delayed us 3 hours!</span></p>",Leisure trip~Family with young children~One-Bedroom House~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
327,Our stay was made by our excellent hosts who were most obliging and helpful.,02-Oct-18,Charles,,24-00-2022,https://www.booking.com/reviews/be/hotel/the-view-bis.en-gb.html?label=gen173nr-1DCA0oFUIMdGhlLXZpZXctYmlzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKLqteHBsACAdICJDJkMDAyZTBkLWQ3MDctNDk1OC1iYjhiLWMwODM0OTZiMjEwYdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,B&B The View Bis,https://www.booking.com/hotel/be/the-view-bis.en-gb.html?label=gen173nr-1DCA0oFUIMdGhlLXZpZXctYmlzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKLqteHBsACAdICJDJkMDAyZTBkLWQ3MDctNDk1OC1iYjhiLWMwODM0OTZiMjEwYdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Isle of Man,10.0,"Nothing!!,

The house is outstanding as a B&BLocation, hosts the welcome, breakfast, house itself.  Everything was exceptionally good.A walk through a woodland path leads into Bessegem which has VG eating places and excellent transport connections.The house is a modern build and is on the river over which there are excellent views.  You can watch the barges glide quietly by.  If you wish the dawn can fill your room with light","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing!!</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The house is outstanding as a B&amp;BLocation, hosts the welcome, breakfast, house itself.  Everything was exceptionally good.A walk through a woodland path leads into Bessegem which has VG eating places and excellent transport connections.The house is a modern build and is on the river over which there are excellent views.  You can watch the barges glide quietly by.  If you wish the dawn can fill your room with light</span></p>",Leisure trip~Couple~Queen Room with Garden View~Stayed 5 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
328,Exceptional,16-May-19,Silviu,,10-00-2024,https://www.booking.com/reviews/be/hotel/pegasus-apparthotel-brussels-city.en-gb.html?label=gen173nr-1DCA0oFUIhcGVnYXN1cy1hcHBhcnRob3RlbC1icnVzc2Vscy1jaXR5SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJDhlOWUxZjk1LWQ5YWItNDE1OC05Yjg4LTZhNDk3MGI4YzgwOdgCBOACAQ;sid=112feb5c809e55c93c7a10cb30d87aae;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Pegasus Studioflats Brussels City Aparthotel,https://www.booking.com/hotel/be/pegasus-apparthotel-brussels-city.en-gb.html?label=gen173nr-1DCA0oFUIhcGVnYXN1cy1hcHBhcnRob3RlbC1icnVzc2Vscy1jaXR5SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJDhlOWUxZjk1LWQ5YWItNDE1OC05Yjg4LTZhNDk3MGI4YzgwOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,United States,9.6,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Business trip~Solo traveller~Standard Studio~Stayed 9 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
329,we searched for a place to cycle with our club,13-Jun-19,Jean-pierre,,21-00-2024,https://www.booking.com/reviews/be/hotel/au-prince-royal-leopoldsburg.en-gb.html?label=gen173nr-1DCA0oFUIcYXUtcHJpbmNlLXJveWFsLWxlb3BvbGRzYnVyZ0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCi6rXhwbAAgHSAiQwNWU5MzUzNS1iMDE2LTQ1NDYtOTYwNS01NDdmMjE3NDdmNTbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Hotel Au Prince Royal,https://www.booking.com/hotel/be/au-prince-royal-leopoldsburg.en-gb.html?label=gen173nr-1DCA0oFUIcYXUtcHJpbmNlLXJveWFsLWxlb3BvbGRzYnVyZ0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCi6rXhwbAAgHSAiQwNWU5MzUzNS1iMDE2LTQ1NDYtOTYwNS01NDdmMjE3NDdmNTbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Belgium,8.8,"nothing,

ok","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">nothing</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">ok</span></p>",Leisure trip~Group~Comfort Twin Room~Stayed 4 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
330,for one night it was sufficient place to meet my requirements.,04-Sep-19,Arkadiusz,,24-00-2022,https://www.booking.com/reviews/be/hotel/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=6891a59907ed008c879669a398b5df5b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Antwerp Harbour Hotel,https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Germany,7.9,"The drilling machine should not run in other room so early....,

it was quite ok","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The drilling machine should not run in other room so early....</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">it was quite ok</span></p>",Business trip~Solo traveller~Twin Room with Balcony~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
